Year,Month,Day,SGD_per_100_INR
2015,Nov,30,2.1162
2015,Dec,01,2.1184
2015,Dec,02,2.1153
2015,Dec,03,2.1158
2015,Dec,04,2.0869
2015,Dec,07,2.1022
2015,Dec,08,2.1081
2015,Dec,09,2.1042
2015,Dec,10,2.1010
2015,Dec,11,2.1067
2015,Dec,14,2.1078
2015,Dec,15,2.1054
2015,Dec,16,2.1020
2015,Dec,17,2.1262
2015,Dec,18,2.1336
2015,Dec,21,2.1285
2015,Dec,22,2.1223
2015,Dec,23,2.1210
2015,Dec,24,2.1278
2015,Dec,28,2.1264
2015,Dec,29,2.1243
2015,Dec,30,2.1295
2015,Dec,31,2.1287
2016,Jan,04,2.1449
2016,Jan,05,2.1442
2016,Jan,06,2.1430
2016,Jan,07,2.1461
2016,Jan,08,2.1512
2016,Jan,11,2.1517
2016,Jan,12,2.1544
2016,Jan,13,2.1489
2016,Jan,14,2.1449
2016,Jan,15,2.1378
2016,Jan,18,2.1291
2016,Jan,19,2.1248
2016,Jan,20,2.1176
2016,Jan,21,2.1202
2016,Jan,22,2.1135
2016,Jan,25,2.1122
2016,Jan,26,2.1090
2016,Jan,27,2.0994
2016,Jan,28,2.0996
2016,Jan,29,2.0987
2016,Feb,01,2.1019
2016,Feb,02,2.0991
2016,Feb,03,2.0992
2016,Feb,04,2.0868
2016,Feb,05,2.0665
2016,Feb,10,2.0530
2016,Feb,11,2.0439
2016,Feb,12,2.0432
2016,Feb,15,2.0594
2016,Feb,16,2.0553
2016,Feb,17,2.0496
2016,Feb,18,2.0520
2016,Feb,19,2.0515
2016,Feb,22,2.0449
2016,Feb,23,2.0445
2016,Feb,24,2.0513
2016,Feb,25,2.0468
2016,Feb,26,2.0358
2016,Feb,29,2.0501
2016,Mar,01,2.0556
2016,Mar,02,2.0721
2016,Mar,03,2.0684
2016,Mar,04,2.0557
2016,Mar,07,2.0579
2016,Mar,08,2.0571
2016,Mar,09,2.0562
2016,Mar,10,2.0598
2016,Mar,11,2.0511
2016,Mar,14,2.0521
2016,Mar,15,2.0495
2016,Mar,16,2.0481
2016,Mar,17,2.0423
2016,Mar,18,2.0332
2016,Mar,21,2.0440
2016,Mar,22,2.0445
2016,Mar,23,2.0385
2016,Mar,24,2.0471
2016,Mar,28,2.0549
2016,Mar,29,2.0572
2016,Mar,30,2.0422
2016,Mar,31,2.0377
2016,Apr,01,2.0365
2016,Apr,04,2.0366
2016,Apr,05,2.0480
2016,Apr,06,2.0397
2016,Apr,07,2.0296
2016,Apr,08,2.0261
2016,Apr,11,2.0282
2016,Apr,12,2.0253
2016,Apr,13,2.0268
2016,Apr,14,2.0460
2016,Apr,15,2.0442
2016,Apr,18,2.0343
2016,Apr,19,2.0295
2016,Apr,20,2.0225
2016,Apr,21,2.0291
2016,Apr,22,2.0260
2016,Apr,25,2.0301
2016,Apr,26,2.0271
2016,Apr,27,2.0291
2016,Apr,28,2.0287
2016,Apr,29,2.0204
2016,May,03,2.0223
2016,May,04,2.0337
2016,May,05,2.0369
2016,May,06,2.0420
2016,May,09,2.0507
2016,May,10,2.0553
2016,May,11,2.0529
2016,May,12,2.0539
2016,May,13,2.0602
2016,May,16,2.0515
2016,May,17,2.0498
2016,May,18,2.0534
2016,May,19,2.0534
2016,May,20,2.0484
2016,May,23,2.0479
2016,May,24,2.0437
2016,May,25,2.0416
2016,May,26,2.0450
2016,May,27,2.0489
2016,May,30,2.0547
2016,May,31,2.0550
2016,Jun,01,2.0521
2016,Jun,02,2.0418
2016,Jun,03,2.0477
2016,Jun,06,2.0339
2016,Jun,07,2.0303
2016,Jun,08,2.0275
2016,Jun,09,2.0258
2016,Jun,10,2.0257
2016,Jun,13,2.0287
2016,Jun,14,2.0177
2016,Jun,15,2.0176
2016,Jun,16,2.0096
2016,Jun,17,2.0095
2016,Jun,20,1.9934
2016,Jun,21,1.9915
2016,Jun,22,1.9880
2016,Jun,23,1.9855
2016,Jun,24,1.9992
2016,Jun,27,2.0004
2016,Jun,28,2.0024
2016,Jun,29,1.9938
2016,Jun,30,1.9960
2016,Jul,01,1.9939
2016,Jul,04,2.0004
2016,Jul,05,1.9996
2016,Jul,07,2.0016
2016,Jul,08,2.0001
2016,Jul,11,2.0063
2016,Jul,12,2.0104
2016,Jul,13,2.0068
2016,Jul,14,2.0110
2016,Jul,15,2.0093
2016,Jul,18,2.0095
2016,Jul,19,2.0106
2016,Jul,20,2.0177
2016,Jul,21,2.0196
2016,Jul,22,2.0183
2016,Jul,25,2.0244
2016,Jul,26,2.0187
2016,Jul,27,2.0201
2016,Jul,28,2.0159
2016,Jul,29,2.0115
2016,Aug,01,2.0067
2016,Aug,02,2.0116
2016,Aug,03,2.0082
2016,Aug,04,2.0030
2016,Aug,05,2.0069
2016,Aug,08,2.0171
2016,Aug,10,2.0109
2016,Aug,11,2.0088
2016,Aug,12,2.0129
2016,Aug,15,2.0117
2016,Aug,16,2.0083
2016,Aug,17,2.0080
2016,Aug,18,2.0051
2016,Aug,19,2.0078
2016,Aug,22,2.0135
2016,Aug,23,2.0109
2016,Aug,24,2.0143
2016,Aug,25,2.0174
2016,Aug,26,2.0182
2016,Aug,29,2.0250
2016,Aug,30,2.0288
2016,Aug,31,2.0326
2016,Sep,01,2.0354
2016,Sep,02,2.0326
2016,Sep,05,2.0394
2016,Sep,06,2.0405
2016,Sep,07,2.0300
2016,Sep,08,2.0266
2016,Sep,09,2.0308
2016,Sep,13,2.0316
2016,Sep,14,2.0390
2016,Sep,15,2.0425
2016,Sep,16,2.0380
2016,Sep,19,2.0381
2016,Sep,20,2.0340
2016,Sep,21,2.0305
2016,Sep,22,2.0245
2016,Sep,23,2.0367
2016,Sep,26,2.0386
2016,Sep,27,2.0432
2016,Sep,28,2.0460
2016,Sep,29,2.0488
2016,Sep,30,2.0468
2016,Oct,03,2.0533
2016,Oct,04,2.0567
2016,Oct,05,2.0572
2016,Oct,06,2.0577
2016,Oct,07,2.0571
2016,Oct,10,2.0634
2016,Oct,11,2.0694
2016,Oct,12,2.0650
2016,Oct,13,2.0739
2016,Oct,14,2.0781
2016,Oct,17,2.0826
2016,Oct,18,2.0787
2016,Oct,19,2.0794
2016,Oct,20,2.0803
2016,Oct,21,2.0832
2016,Oct,24,2.0824
2016,Oct,25,2.0823
2016,Oct,26,2.0789
2016,Oct,27,2.0808
2016,Oct,28,2.0857
2016,Oct,31,2.0865
2016,Nov,01,2.0840
2016,Nov,02,2.0804
2016,Nov,03,2.0739
2016,Nov,04,2.0758
2016,Nov,07,2.0819
2016,Nov,08,2.0839
2016,Nov,09,2.0755
2016,Nov,10,2.1072
2016,Nov,11,2.1024
2016,Nov,14,2.0949
2016,Nov,15,2.0876
2016,Nov,16,2.0903
2016,Nov,17,2.0860
2016,Nov,18,2.0953
2016,Nov,21,2.0957
2016,Nov,22,2.0856
2016,Nov,23,2.0840
2016,Nov,24,2.0856
2016,Nov,25,2.0820
2016,Nov,28,2.0747
2016,Nov,29,2.0759
2016,Nov,30,2.0779
2016,Dec,01,2.0908
2016,Dec,02,2.0844
2016,Dec,05,2.0920
2016,Dec,06,2.0859
2016,Dec,07,2.0961
2016,Dec,08,2.0981
2016,Dec,09,2.1072
2016,Dec,12,2.1183
2016,Dec,13,2.1119
2016,Dec,14,2.1131
2016,Dec,15,2.1215
2016,Dec,16,2.1280
2016,Dec,19,2.1337
2016,Dec,20,2.1352
2016,Dec,21,2.1248
2016,Dec,22,2.1315
2016,Dec,23,2.1298
2016,Dec,27,2.1348
2016,Dec,28,2.1246
2016,Dec,29,2.1254
2016,Dec,30,2.1288
2017,Jan,03,2.1254
2017,Jan,04,2.1237
2017,Jan,05,2.1174
2017,Jan,06,2.1109
2017,Jan,09,2.1138
2017,Jan,10,2.1068
2017,Jan,11,2.1034
2017,Jan,12,2.0965
2017,Jan,13,2.0943
2017,Jan,16,2.0949
2017,Jan,17,2.0980
2017,Jan,18,2.0889
2017,Jan,19,2.0923
2017,Jan,20,2.0925
2017,Jan,23,2.0861
2017,Jan,24,2.0811
2017,Jan,25,2.0838
2017,Jan,26,2.0806
2017,Jan,27,2.0905
2017,Jan,31,2.0913
2017,Feb,01,2.0896
2017,Feb,02,2.0937
2017,Feb,03,2.0972
2017,Feb,06,2.0947
2017,Feb,07,2.0995
2017,Feb,08,2.1046
2017,Feb,09,2.1148
2017,Feb,10,2.1245
2017,Feb,13,2.1260
2017,Feb,14,2.1217
2017,Feb,15,2.1204
2017,Feb,16,2.1201
2017,Feb,17,2.1125
2017,Feb,20,2.1155
2017,Feb,21,2.1235
2017,Feb,22,2.1206
2017,Feb,23,2.1141
2017,Feb,24,2.1063
2017,Feb,27,2.1076
2017,Feb,28,2.1018
2017,Mar,01,2.1064
2017,Mar,02,2.1129
2017,Mar,03,2.1143
2017,Mar,06,2.1151
2017,Mar,07,2.1157
2017,Mar,08,2.1156
2017,Mar,09,2.1240
2017,Mar,10,2.1294
2017,Mar,13,2.1201
2017,Mar,14,2.1359
2017,Mar,15,2.1504
2017,Mar,16,2.1514
2017,Mar,17,2.1395
2017,Mar,20,2.1373
2017,Mar,21,2.1378
2017,Mar,22,2.1380
2017,Mar,23,2.1397
2017,Mar,24,2.1402
2017,Mar,27,2.1423
2017,Mar,28,2.1448
2017,Mar,29,2.1510
2017,Mar,30,2.1486
2017,Mar,31,2.1567
2017,Apr,03,2.1550
2017,Apr,04,2.1494
2017,Apr,05,2.1462
2017,Apr,06,2.1565
2017,Apr,07,2.1707
2017,Apr,10,2.1840
2017,Apr,11,2.1767
2017,Apr,12,2.1708
2017,Apr,13,2.1648
2017,Apr,17,2.1677
2017,Apr,18,2.1653
2017,Apr,19,2.1640
2017,Apr,20,2.1607
2017,Apr,21,2.1614
2017,Apr,24,2.1625
2017,Apr,25,2.1660
2017,Apr,26,2.1771
2017,Apr,27,2.1775
2017,Apr,28,2.1744
2017,May,02,2.1732
2017,May,03,2.1738
2017,May,04,2.1758
2017,May,05,2.1805
2017,May,08,2.1859
2017,May,09,2.1804
2017,May,11,2.1868
2017,May,12,2.1919
2017,May,15,2.1905
2017,May,16,2.1814
2017,May,17,2.1778
2017,May,18,2.1597
2017,May,19,2.1488
2017,May,22,2.1515
2017,May,23,2.1416
2017,May,24,2.1441
2017,May,25,2.1429
2017,May,26,2.1455
2017,May,29,2.1441
2017,May,30,2.1459
2017,May,31,2.1452
2017,Jun,01,2.1481
2017,Jun,02,2.1535
2017,Jun,05,2.1488
2017,Jun,06,2.1450
2017,Jun,07,2.1425
2017,Jun,08,2.1481
2017,Jun,09,2.1539
2017,Jun,12,2.1492
2017,Jun,13,2.1451
2017,Jun,14,2.1477
2017,Jun,15,2.1425
2017,Jun,16,2.1415
2017,Jun,19,2.1467
2017,Jun,20,2.1492
2017,Jun,21,2.1496
2017,Jun,22,2.1545
2017,Jun,23,2.1522
2017,Jun,27,2.1526
2017,Jun,28,2.1460
2017,Jun,29,2.1424
2017,Jun,30,2.1300
2017,Jul,03,2.1308
2017,Jul,04,2.1322
2017,Jul,05,2.1342
2017,Jul,06,2.1331
2017,Jul,07,2.1358
2017,Jul,10,2.1424
2017,Jul,11,2.1472
2017,Jul,12,2.1386
2017,Jul,13,2.1371
2017,Jul,14,2.1340
2017,Jul,17,2.1286
2017,Jul,18,2.1256
2017,Jul,19,2.1255
2017,Jul,20,2.1264
2017,Jul,21,2.1227
2017,Jul,24,2.1130
2017,Jul,25,2.1145
2017,Jul,26,2.1156
2017,Jul,27,2.1141
2017,Jul,28,2.1192
2017,Jul,31,2.1196
2017,Aug,01,2.1152
2017,Aug,02,2.1222
2017,Aug,03,2.1376
2017,Aug,04,2.1328
2017,Aug,07,2.1368
2017,Aug,08,2.1345
2017,Aug,10,2.1313
2017,Aug,11,2.1233
2017,Aug,14,2.1263
2017,Aug,15,2.1262
2017,Aug,16,2.1260
2017,Aug,17,2.1246
2017,Aug,18,2.1286
2017,Aug,21,2.1271
2017,Aug,22,2.1234
2017,Aug,23,2.1262
2017,Aug,24,2.1238
2017,Aug,25,2.1244
2017,Aug,28,2.1224
2017,Aug,29,2.1185
2017,Aug,30,2.1182
2017,Aug,31,2.1217
2017,Sep,04,2.1223
2017,Sep,05,2.1124
2017,Sep,06,2.1066
2017,Sep,07,2.1053
2017,Sep,08,2.0934
2017,Sep,11,2.1034
2017,Sep,12,2.1027
2017,Sep,13,2.1028
2017,Sep,14,2.1063
2017,Sep,15,2.1003
2017,Sep,18,2.0993
2017,Sep,19,2.0999
2017,Sep,20,2.0948
2017,Sep,21,2.0969
2017,Sep,22,2.0725
2017,Sep,25,2.0784
2017,Sep,26,2.0724
2017,Sep,27,2.0703
2017,Sep,28,2.0681
2017,Sep,29,2.0804
2017,Oct,02,2.0837
2017,Oct,03,2.0831
2017,Oct,04,2.0815
2017,Oct,05,2.0952
2017,Oct,06,2.0938
2017,Oct,09,2.0886
2017,Oct,10,2.0841
2017,Oct,11,2.0793
2017,Oct,12,2.0784
2017,Oct,13,2.0860
2017,Oct,16,2.0880
2017,Oct,17,2.0884
2017,Oct,19,2.0890
2017,Oct,20,2.0916
2017,Oct,23,2.0927
2017,Oct,24,2.0931
2017,Oct,25,2.0922
2017,Oct,26,2.1008
2017,Oct,27,2.1042
2017,Oct,30,2.1046
2017,Oct,31,2.0992
2017,Nov,01,2.1092
2017,Nov,02,2.1063
2017,Nov,03,2.1080
2017,Nov,06,2.1093
2017,Nov,07,2.1065
2017,Nov,08,2.0938
2017,Nov,09,2.0994
2017,Nov,10,2.0889
2017,Nov,13,2.0835
2017,Nov,14,2.0833
2017,Nov,15,2.0797
2017,Nov,16,2.0783
2017,Nov,17,2.0905
2017,Nov,20,2.0869
2017,Nov,21,2.0855
2017,Nov,22,2.0903
2017,Nov,23,2.0780
2017,Nov,24,2.0814
2017,Nov,27,2.0776
2017,Nov,28,2.0857
2017,Nov,29,2.0886
2017,Nov,30,2.0891
2017,Dec,01,2.0903
2017,Dec,04,2.0905
2017,Dec,05,2.0939
2017,Dec,06,2.0907
2017,Dec,07,2.0891
2017,Dec,08,2.0930
2017,Dec,11,2.0978
2017,Dec,12,2.0972
2017,Dec,13,2.0945
2017,Dec,14,2.0953
2017,Dec,15,2.1002
2017,Dec,18,2.0907
2017,Dec,19,2.1007
2017,Dec,20,2.1028
2017,Dec,21,2.0986
2017,Dec,22,2.0991
2017,Dec,26,2.0990
2017,Dec,27,2.0928
2017,Dec,28,2.0851
2017,Dec,29,2.0888
2018,Jan,02,2.0926
2018,Jan,03,2.0932
2018,Jan,04,2.0930
2018,Jan,05,2.0951
2018,Jan,08,2.1005
2018,Jan,09,2.0961
2018,Jan,10,2.0976
2018,Jan,11,2.0922
2018,Jan,12,2.0892
2018,Jan,15,2.0851
2018,Jan,16,2.0763
2018,Jan,17,2.0647
2018,Jan,18,2.0739
2018,Jan,19,2.0706
2018,Jan,22,2.0672
2018,Jan,23,2.0659
2018,Jan,24,2.0663
2018,Jan,25,2.0553
2018,Jan,26,2.0582
2018,Jan,29,2.0580
2018,Jan,30,2.0603
2018,Jan,31,2.0566
2018,Feb,01,2.0622
2018,Feb,02,2.0453
2018,Feb,05,2.0539
2018,Feb,06,2.0535
2018,Feb,07,2.0562
2018,Feb,08,2.0655
2018,Feb,09,2.0701
2018,Feb,12,2.0629
2018,Feb,13,2.0586
2018,Feb,14,2.0570
2018,Feb,15,2.0533
2018,Feb,19,2.0412
2018,Feb,20,2.0397
2018,Feb,21,2.0369
2018,Feb,22,2.0371
2018,Feb,23,2.0362
2018,Feb,26,2.0383
2018,Feb,27,2.0332
2018,Feb,28,2.0366
2018,Mar,01,2.0327
2018,Mar,02,2.0261
2018,Mar,05,2.0296
2018,Mar,06,2.0277
2018,Mar,07,2.0275
2018,Mar,08,2.0240
2018,Mar,09,2.0249
2018,Mar,12,2.0224
2018,Mar,13,2.0221
2018,Mar,14,2.0144
2018,Mar,15,2.0177
2018,Mar,16,2.0252
2018,Mar,19,2.0268
2018,Mar,20,2.0163
2018,Mar,21,2.0207
2018,Mar,22,2.0158
2018,Mar,23,2.0179
2018,Mar,26,2.0207
2018,Mar,27,2.0175
2018,Mar,28,2.0129
2018,Mar,29,2.0130
2018,Apr,02,2.0128
2018,Apr,03,2.0132
2018,Apr,04,2.0183
2018,Apr,05,2.0197
2018,Apr,06,2.0255
2018,Apr,09,2.0240
2018,Apr,10,2.0197
2018,Apr,11,2.0111
2018,Apr,12,2.0022
2018,Apr,13,2.0095
2018,Apr,16,2.0076
2018,Apr,17,2.0026
2018,Apr,18,1.9938
2018,Apr,19,1.9902
2018,Apr,20,1.9873
2018,Apr,23,1.9896
2018,Apr,24,1.9935
2018,Apr,25,1.9887
2018,Apr,26,1.9865
2018,Apr,27,1.9887
2018,Apr,30,1.9871
2018,May,02,1.9999
2018,May,03,2.0028
2018,May,04,1.9948
2018,May,07,1.9883
2018,May,08,1.9888
2018,May,09,1.9910
2018,May,10,1.9944
2018,May,11,1.9910
2018,May,14,1.9822
2018,May,15,1.9774
2018,May,16,1.9774
2018,May,17,1.9795
2018,May,18,1.9785
2018,May,21,1.9734
2018,May,22,1.9710
2018,May,23,1.9664
2018,May,24,1.9657
2018,May,25,1.9642
2018,May,28,1.9860
2018,May,30,1.9824
2018,May,31,1.9870
2018,Jun,01,1.9910
2018,Jun,04,1.9967
2018,Jun,05,1.9888
2018,Jun,06,1.9881
2018,Jun,07,1.9855
2018,Jun,08,1.9774
2018,Jun,11,1.9789
2018,Jun,12,1.9795
2018,Jun,13,1.9785
2018,Jun,14,1.9768
2018,Jun,18,1.9841
2018,Jun,19,1.9863
2018,Jun,20,1.9921
2018,Jun,21,1.9966
2018,Jun,22,2.0022
2018,Jun,25,2.0005
2018,Jun,26,1.9951
2018,Jun,27,1.9909
2018,Jun,28,1.9801
2018,Jun,29,1.9898
2018,Jul,02,1.9949
2018,Jul,03,1.9911
2018,Jul,04,1.9888
2018,Jul,05,1.9841
2018,Jul,06,1.9795
2018,Jul,09,1.9763
2018,Jul,10,1.9727
2018,Jul,11,1.9751
2018,Jul,12,1.9854
2018,Jul,13,1.9937
2018,Jul,16,1.9902
2018,Jul,17,1.9887
2018,Jul,18,1.9957
2018,Jul,19,1.9882
2018,Jul,20,1.9856
2018,Jul,23,1.9816
2018,Jul,24,1.9816
2018,Jul,25,1.9808
2018,Jul,26,1.9792
2018,Jul,27,1.9867
2018,Jul,30,1.9820
2018,Jul,31,1.9838
2018,Aug,01,1.9874
2018,Aug,02,1.9969
2018,Aug,03,1.9913
2018,Aug,06,1.9921
2018,Aug,07,1.9870
2018,Aug,08,1.9867
2018,Aug,10,1.9874
2018,Aug,13,1.9785
2018,Aug,14,1.9701
2018,Aug,15,1.9731
2018,Aug,16,1.9592
2018,Aug,17,1.9616
2018,Aug,20,1.9628
2018,Aug,21,1.9638
2018,Aug,23,1.9577
2018,Aug,24,1.9564
2018,Aug,27,1.9553
2018,Aug,28,1.9469
2018,Aug,29,1.9416
2018,Aug,30,1.9297
2018,Aug,31,1.9281
2018,Sep,03,1.9367
2018,Sep,04,1.9279
2018,Sep,05,1.9265
2018,Sep,06,1.9153
2018,Sep,07,1.9123
2018,Sep,10,1.9117
2018,Sep,11,1.9004
2018,Sep,12,1.8906
2018,Sep,13,1.9007
2018,Sep,14,1.9074
2018,Sep,17,1.8949
2018,Sep,18,1.8932
2018,Sep,19,1.8830
2018,Sep,20,1.8919
2018,Sep,21,1.8978
2018,Sep,24,1.8864
2018,Sep,25,1.8743
2018,Sep,26,1.8791
2018,Sep,27,1.8825
2018,Sep,28,1.8849
2018,Oct,01,1.8853
2018,Oct,02,1.8826
2018,Oct,03,1.8735
2018,Oct,04,1.8744
2018,Oct,05,1.8803
2018,Oct,08,1.8720
2018,Oct,09,1.8703
2018,Oct,10,1.8583
2018,Oct,11,1.8568
2018,Oct,12,1.8629
2018,Oct,15,1.8670
2018,Oct,16,1.8640
2018,Oct,17,1.8719
2018,Oct,18,1.8717
2018,Oct,19,1.8759
2018,Oct,22,1.8776
2018,Oct,23,1.8730
2018,Oct,24,1.8798
2018,Oct,25,1.8827
2018,Oct,26,1.8848
2018,Oct,29,1.8809
2018,Oct,30,1.8799
2018,Oct,31,1.8745
2018,Nov,01,1.8734
2018,Nov,02,1.8834
2018,Nov,05,1.8888
2018,Nov,07,1.8805
2018,Nov,08,1.8936
2018,Nov,09,1.8933
2018,Nov,12,1.8942
2018,Nov,13,1.9033
2018,Nov,14,1.9131
2018,Nov,15,1.9095
2018,Nov,16,1.9138
2018,Nov,19,1.9061
2018,Nov,20,1.9221
2018,Nov,21,1.9259
2018,Nov,22,1.9302
2018,Nov,23,1.9420
2018,Nov,26,1.9531
2018,Nov,27,1.9388
2018,Nov,28,1.9452
2018,Nov,29,1.9571
2018,Nov,30,1.9663
2018,Dec,03,1.9547
2018,Dec,04,1.9372
2018,Dec,05,1.9356
2018,Dec,06,1.9312
2018,Dec,07,1.9410
2018,Dec,10,1.9192
2018,Dec,11,1.8996
2018,Dec,12,1.9035
2018,Dec,13,1.9141
2018,Dec,14,1.9124
2018,Dec,17,1.9158
2018,Dec,18,1.9249
2018,Dec,19,1.9530
2018,Dec,20,1.9459
2018,Dec,21,1.9545
2018,Dec,24,1.9586
2018,Dec,26,1.9622
2018,Dec,27,1.9545
2018,Dec,28,1.9523
2018,Dec,31,1.9542
2019,Jan,02,1.9613
2019,Jan,03,1.9379
2019,Jan,04,1.9481
2019,Jan,07,1.9537
2019,Jan,08,1.9382
2019,Jan,09,1.9339
2019,Jan,10,1.9193
2019,Jan,11,1.9182
2019,Jan,14,1.9180
2019,Jan,15,1.9071
2019,Jan,16,1.9094
2019,Jan,17,1.9047
2019,Jan,18,1.9037
2019,Jan,21,1.9016
2019,Jan,22,1.9070
2019,Jan,23,1.9088
2019,Jan,24,1.9072
2019,Jan,25,1.9133
2019,Jan,28,1.9019
2019,Jan,29,1.9026
2019,Jan,30,1.8951
2019,Jan,31,1.8981
2019,Feb,01,1.8944
2019,Feb,04,1.8864
2019,Feb,07,1.8920
2019,Feb,08,1.9002
2019,Feb,11,1.9032
2019,Feb,12,1.9142
2019,Feb,13,1.9222
2019,Feb,14,1.9154
2019,Feb,15,1.9058
2019,Feb,18,1.8990
2019,Feb,19,1.9032
2019,Feb,20,1.8967
2019,Feb,21,1.9020
2019,Feb,22,1.9022
2019,Feb,25,1.9004
2019,Feb,26,1.8931
2019,Feb,27,1.9001
2019,Feb,28,1.8949
2019,Mar,01,1.9088
2019,Mar,04,1.9062
2019,Mar,05,1.9140
2019,Mar,06,1.9231
2019,Mar,07,1.9380
2019,Mar,08,1.9393
2019,Mar,11,1.9414
2019,Mar,12,1.9477
2019,Mar,13,1.9446
2019,Mar,14,1.9455
2019,Mar,15,1.9594
2019,Mar,18,1.9617
2019,Mar,19,1.9737
